eA,eA_Pattern,eA_Name,eA_Content,mA,mA_Pattern,mA_Unit,mA_from,mA_value,mA_to,t_Pattern,t_factor,t_from,t_value,t_to,c_Pattern,c_Name,c_factor,eB,eB_Pattern,eB_Name,eB_Content,mB,mB_Pattern,mB_Unit,mB_from,mB_value,mB_to,c,t
r,blandit,vel augue vestibulum,libero convallis eget eleifend luctus,r,condimentum id luctus,m,575.35,668.12,85.53,a odio in hac,9.34,868.62,714.73,353.08,tempus,dis parturient montes,6.27,o,morbi odio,aenean lectus pellentesque,potenti nullam porttitor lacus at turpis donec,o,at vulputate,kg,333.81,535.5,671.06,ro,ro
p,orci,nunc rhoncus,viverra diam vitae quam suspendisse,r,justo nec,m,744.9,533.24,57.25,gravida nisi at,4.77,577.72,557.42,846.95,adipiscing elit,elementum in hac habitasse,7.69,r,nisi,nisi vulputate,iaculis diam erat fermentum justo nec condimentum,s,ligula nec sem,kg,234.58,933.98,825.19,pr,rs
i,porttitor,convallis tortor risus,lacus morbi quis tortor id nulla,r,orci vehicula condimentum,USD,251.92,762.71,796.09,in consequat ut nulla,8.05,354.61,867.27,961.75,vestibulum,pellentesque eget nunc donec,3.18,i,congue elementum,malesuada in,non mauris morbi non lectus aliquam sit,r,sollicitudin vitae consectetuer,m,403.2,227.55,741.15,ii,rr
s,tempor turpis,est risus,mauris ullamcorper purus sit amet,r,tincidunt eget,%,909.52,251.71,656.69,in faucibus orci,3.54,210.94,371.16,112.31,quam nec,tincidunt in leo maecenas,8.54,i,at,amet sapien,eget massa tempor convallis nulla neque libero,i,nam dui proin,kg,278.01,26.64,593.33,si,ri
s,integer non,luctus tincidunt,a pede posuere nonummy integer non velit,i,turpis adipiscing lorem,kg,554.35,309.26,374.36,maecenas pulvinar lobortis est,5.23,379.29,696.96,309.87,libero,donec pharetra magna vestibulum,8.89,r,quam nec,laoreet ut,ante vel ipsum praesent blandit lacinia erat,r,tellus nisi eu,%,217.54,576.63,838.58,sr,ir
r,neque,non quam,magna at nunc commodo placerat,s,blandit mi in,%,562.04,264.41,373.28,nisi nam ultrices libero,2.17,157.62,37.15,469.12,elementum pellentesque,quis justo maecenas,1.25,r,vel,elit ac,nunc nisl duis bibendum felis sed interdum,r,elementum nullam,%,407.27,201.21,929.7,rr,sr
r,justo,tempor convallis,commodo placerat praesent blandit nam,s,amet turpis elementum,m,109.45,518.04,183.44,risus praesent lectus vestibulum,3.92,41.9,693.5,658.51,nullam sit,nullam sit amet turpis,6.73,s,ultrices,habitasse platea,luctus ultricies eu nibh quisque id justo,i,libero rutrum ac,kg,209.81,937.29,584.66,rs,si
p,lobortis convallis,vel nisl duis,at turpis donec posuere metus vitae,r,suscipit nulla elit,%,870.72,273.24,29.31,fermentum donec ut,0.69,980.64,17.94,653.82,consequat,lectus in quam,0.74,s,id,lectus in,volutpat eleifend donec ut dolor morbi vel,r,donec semper,USD,990.54,30.51,920.15,ps,rr
s,justo,volutpat quam,mus etiam vel augue vestibulum,r,est quam,%,507.4,894.37,819.88,orci luctus et,5.46,450.66,251.29,775.48,nulla ultrices,ligula in lacus,2.44,s,sed accumsan,in imperdiet et,enim sit amet nunc viverra dapibus nulla,r,est risus auctor,kg,932.74,706.63,17.23,ss,rr
s,in felis,posuere cubilia curae,ipsum praesent blandit lacinia erat vestibulum sed,o,vestibulum quam sapien,USD,554.77,855.26,636.11,sit amet eros suspendisse,3.24,443.02,859.77,765.29,proin,ut erat id,2.96,p,lectus,augue aliquam erat,justo sollicitudin ut suscipit a feugiat et,i,adipiscing lorem vitae,kg,34.39,40.71,440.42,sp,oi
p,rhoncus,felis ut at,tincidunt eget tempus vel pede morbi porttitor,r,erat vestibulum sed,USD,961.67,107.2,288.69,praesent lectus vestibulum,8.37,834.22,961.92,517.49,velit,in felis,5.89,p,sapien,eros viverra,blandit mi in porttitor pede justo eu,s,ipsum primis,m,48.9,502.73,398.01,pp,rs
r,dictumst,placerat praesent,sit amet erat nulla tempus vivamus in,i,nibh fusce,%,471.23,550.62,277.46,ligula pellentesque ultrices,1.44,98.96,519.83,144.96,rutrum at,ut massa quis,6.05,i,pede,enim in tempor,justo in hac habitasse platea dictumst etiam,s,odio consequat varius,kg,479.0,271.58,831.73,ri,is
r,erat eros,non ligula,nulla nunc purus phasellus in,r,viverra dapibus,kg,520.24,146.95,345.99,interdum venenatis turpis enim,1.5,816.7,844.96,248.17,eleifend quam,fusce lacus,2.54,o,interdum,posuere cubilia curae,luctus cum sociis natoque penatibus et magnis,p,tempus sit,%,350.57,706.62,967.1,ro,rp
p,curabitur in,eu sapien,volutpat eleifend donec ut dolor morbi,p,ut dolor,USD,565.51,818.53,985.72,adipiscing molestie hendrerit,2.67,343.09,723.52,593.61,turpis,interdum in ante,5.62,s,eu massa,ullamcorper purus sit,purus sit amet nulla quisque arcu libero,i,quam sapien,m,412.55,376.89,212.79,ps,pi
r,ultrices,tellus nulla ut,nisl duis bibendum felis sed interdum venenatis,s,in faucibus,m,255.98,198.3,571.23,aliquet ultrices erat tortor,9.59,537.99,392.86,723.89,vivamus,cursus vestibulum,0.41,o,sapien,auctor sed tristique,donec posuere metus vitae ipsum aliquam non,o,pellentesque quisque,m,976.65,84.13,472.13,ro,so
r,a,penatibus et magnis,aliquet pulvinar sed nisl nunc,o,donec pharetra,m,628.19,49.42,163.97,aliquet maecenas leo,0.29,230.12,422.97,968.42,nec,lectus vestibulum,2.43,i,dis,dui nec nisi,varius integer ac leo pellentesque ultrices mattis,r,vehicula consequat,%,806.3,616.71,416.75,ri,or
o,nulla nisl,congue etiam,felis ut at dolor quis odio consequat,p,ultricies eu,%,521.65,450.47,933.33,ut nunc vestibulum,8.86,182.75,89.54,669.56,tortor quis,tempus vivamus in,7.63,s,magna vestibulum,nec sem,id turpis integer aliquet massa id lobortis,r,ante vestibulum,kg,553.45,692.06,204.17,os,pr
i,habitasse platea,in hac,dapibus at diam nam tristique tortor eu,p,habitasse platea dictumst,m,392.83,98.55,279.02,odio condimentum id,6.63,816.26,179.28,129.84,nulla,diam erat fermentum,8.7,i,diam,primis in faucibus,vel pede morbi porttitor lorem id ligula,i,amet lobortis sapien,%,332.11,525.44,993.7,ii,pi
p,velit,blandit non interdum,enim lorem ipsum dolor sit amet consectetuer,p,praesent id massa,USD,641.48,185.61,935.21,non velit nec,2.79,368.09,427.62,614.91,sapien in,duis ac nibh fusce,0.06,p,dapibus,donec semper,nisi venenatis tristique fusce congue diam id,p,felis ut at,USD,423.86,214.1,968.18,pp,pp
i,eget,turpis a pede,nonummy integer non velit donec diam,p,penatibus et,m,251.85,528.01,301.68,amet diam in magna,7.83,37.07,598.77,366.4,ac tellus,at lorem,3.71,s,magna,et commodo vulputate,eu sapien cursus vestibulum proin eu mi,o,in hac,%,789.82,688.1,6.61,is,po
i,sociis,quisque id,ultrices posuere cubilia curae duis faucibus,r,nibh in hac,kg,343.09,275.31,776.56,est risus auctor sed,9.85,611.79,409.34,786.81,convallis,proin at,1.68,r,rutrum,sed vel,potenti cras in purus eu magna vulputate,r,euismod scelerisque,USD,17.58,773.21,528.46,ir,rr
o,vestibulum sagittis,amet nunc,integer aliquet massa id lobortis convallis,r,ultrices libero non,m,446.96,425.43,114.91,ut tellus nulla,2.95,198.14,629.78,259.45,diam,enim sit amet nunc,5.75,o,feugiat non,ultrices erat tortor,aliquam quis turpis eget elit sodales scelerisque,r,id lobortis convallis,USD,290.25,906.78,665.18,oo,rr
r,a,lectus in est,curae nulla dapibus dolor vel est donec,r,ac diam cras,m,822.15,6.97,405.69,eget rutrum at lorem,0.73,106.78,486.64,515.43,nulla,nulla ut erat id,3.29,s,nam dui,nullam sit,semper est quam pharetra magna ac consequat,o,vitae ipsum,kg,325.45,48.67,463.06,rs,ro
s,semper,faucibus orci luctus,est lacinia nisi venenatis tristique fusce congue,s,enim lorem ipsum,%,421.21,70.35,808.97,nisl nunc nisl,9.04,491.09,234.3,182.53,sapien non,feugiat et eros,6.93,p,eu,aenean sit amet,in eleifend quam a odio in hac,o,id sapien in,m,561.22,939.62,980.11,sp,so
i,cras mi,magna bibendum imperdiet,ut blandit non interdum in,i,mauris vulputate elementum,m,569.79,627.11,418.93,tortor sollicitudin mi,4.67,154.7,75.53,817.71,accumsan tellus,mauris vulputate elementum nullam,3.41,r,vestibulum,nulla neque,eget eleifend luctus ultricies eu nibh quisque,s,varius nulla,m,189.39,248.93,554.78,ir,is
s,platea dictumst,eget elit,etiam pretium iaculis justo in,p,nunc nisl duis,m,821.94,299.51,707.69,condimentum curabitur in libero,7.07,372.52,338.78,26.22,pellentesque,dapibus augue vel accumsan,2.76,r,elementum,curabitur convallis,scelerisque mauris sit amet eros suspendisse accumsan,s,augue aliquam erat,%,425.91,935.06,703.98,sr,ps
s,sit,pretium iaculis,volutpat eleifend donec ut dolor,i,purus eu,%,894.61,251.51,453.61,a pede posuere,1.56,447.4,176.07,741.22,mauris,erat quisque erat,8.23,r,lectus,elementum in hac,ipsum dolor sit amet consectetuer adipiscing elit,s,imperdiet sapien,kg,435.85,176.21,217.88,sr,is
r,tortor,elementum ligula,augue vel accumsan tellus nisi eu orci,i,quis orci,USD,847.24,174.26,314.74,ac tellus semper,7.28,584.79,434.04,301.96,arcu,fermentum justo,2.18,i,in felis,id massa,nunc vestibulum ante ipsum primis in faucibus,s,consectetuer adipiscing,%,90.06,879.4,40.43,ri,is
i,quis,rhoncus sed,semper porta volutpat quam pede lobortis ligula,s,pede justo lacinia,kg,473.66,347.12,636.81,libero non mattis pulvinar,0.78,921.45,416.1,829.22,libero ut,ac consequat,7.64,r,felis,nulla nisl,id mauris vulputate elementum nullam varius nulla,i,arcu adipiscing molestie,USD,396.12,529.7,240.48,ir,si
i,nibh ligula,massa volutpat convallis,erat tortor sollicitudin mi sit amet,s,vulputate ut,m,369.44,17.58,241.37,elementum pellentesque quisque,0.78,442.27,706.95,439.0,rhoncus,ac diam cras,7.72,r,nulla,est lacinia nisi,interdum eu tincidunt in leo maecenas pulvinar,s,rutrum nulla,kg,64.88,737.22,639.65,ir,ss
o,eget,metus arcu adipiscing,semper sapien a libero nam dui proin,p,nulla ac,%,76.19,637.08,16.2,consequat nulla nisl nunc,1.55,105.7,105.98,843.32,habitasse,mauris lacinia,9.78,o,neque vestibulum,blandit nam nulla,rutrum nulla tellus in sagittis dui vel,o,nulla dapibus,%,618.99,985.02,437.53,oo,po
i,ut at,sagittis dui vel,massa tempor convallis nulla neque libero convallis,o,enim sit,%,364.6,667.64,424.65,ut dolor morbi vel,0.28,757.69,503.82,242.09,eu orci,nisl duis,2.99,o,lacinia sapien,eu felis fusce,lectus in est risus auctor sed tristique,s,accumsan felis ut,%,475.03,519.0,869.34,io,os
s,adipiscing elit,eget massa tempor,vestibulum sit amet cursus id,r,posuere metus vitae,USD,184.2,350.29,388.44,praesent id massa id,1.81,876.58,935.11,32.34,eget eleifend,pretium nisl,5.28,o,quam,ac nibh,pellentesque ultrices mattis odio donec vitae nisi,o,pellentesque quisque,kg,635.06,451.28,722.22,so,ro
s,sit,et ultrices posuere,justo nec condimentum neque sapien placerat ante,r,morbi quis,kg,673.8,708.66,632.3,in purus eu,3.9,843.39,556.18,7.09,mattis,massa tempor convallis nulla,9.84,s,eleifend quam,nullam porttitor,purus eu magna vulputate luctus cum sociis,r,pulvinar sed nisl,kg,126.89,516.27,825.88,ss,rr
s,in lacus,phasellus sit amet,eleifend donec ut dolor morbi vel,p,quis justo,USD,308.0,564.32,636.67,in faucibus orci,1.62,810.9,783.03,477.84,lacinia,ut rhoncus aliquet pulvinar,7.71,o,id lobortis,odio curabitur,ridiculus mus vivamus vestibulum sagittis sapien cum,s,nec condimentum neque,m,74.18,151.15,330.44,so,ps
i,sapien,magna bibendum imperdiet,nunc purus phasellus in felis donec,o,mauris viverra,m,830.87,609.65,821.68,ut dolor morbi vel,2.91,554.35,539.51,322.02,sed,id ligula,9.02,i,sapien iaculis,nisi at nibh,dictumst aliquam augue quam sollicitudin vitae consectetuer,i,ac lobortis vel,%,422.1,335.72,44.57,ii,oi
o,vel,faucibus accumsan,vestibulum rutrum rutrum neque aenean,p,nibh in lectus,m,60.88,346.66,782.47,id massa id nisl,1.69,293.39,445.98,273.77,nisl,faucibus orci luctus,4.63,s,tortor,ut erat curabitur,morbi non quam nec dui luctus rutrum,r,vestibulum ac est,m,530.78,978.16,207.29,os,pr
i,in leo,consequat in consequat,felis sed interdum venenatis turpis enim blandit,p,odio in hac,kg,733.31,900.44,296.15,in magna bibendum,6.17,589.14,541.59,97.16,mi in,aenean auctor,2.33,o,nullam,molestie hendrerit at,nisi nam ultrices libero non mattis pulvinar,i,aliquet massa id,m,278.18,258.23,388.41,io,pi
i,ultricies,sit amet nunc,habitasse platea dictumst maecenas ut,o,felis eu,kg,950.35,133.02,425.21,potenti in eleifend quam,3.8,799.4,685.69,417.95,nibh,vel augue,9.05,p,eget nunc,id ornare,penatibus et magnis dis parturient montes nascetur,s,augue vestibulum ante,%,245.84,401.9,431.66,ip,os
o,ac,eget eros elementum,ornare imperdiet sapien urna pretium nisl ut,p,nisi venenatis tristique,USD,88.64,931.33,151.07,nunc vestibulum ante ipsum,7.97,429.18,453.49,96.45,mauris laoreet,ante vestibulum ante,7.32,o,pellentesque,leo odio condimentum,ridiculus mus vivamus vestibulum sagittis sapien cum,p,scelerisque mauris,m,908.41,827.56,76.64,oo,pp
o,eu est,vel nulla eget,placerat praesent blandit nam nulla,s,vestibulum vestibulum ante,kg,834.47,10.82,639.91,sapien urna pretium,8.38,892.93,405.78,764.12,non velit,primis in faucibus,5.05,i,metus vitae,tristique est et,commodo vulputate justo in blandit ultrices enim,p,urna pretium,m,66.66,552.18,862.48,oi,sp
i,diam in,faucibus orci luctus,a nibh in quis justo maecenas,s,proin interdum,m,512.37,236.81,625.05,interdum venenatis turpis,9.75,867.42,628.92,78.68,fusce congue,turpis adipiscing,0.7,s,eget,mauris ullamcorper,purus sit amet nulla quisque arcu libero,p,leo odio,m,277.58,672.33,477.27,is,sp
o,blandit,sapien varius ut,eros suspendisse accumsan tortor quis turpis sed,o,sed justo,USD,259.82,0.56,982.79,sollicitudin ut suscipit,2.59,613.66,587.65,585.95,nisi vulputate,sit amet,9.55,r,pretium,in hac habitasse,libero nullam sit amet turpis elementum ligula,r,sem sed,m,467.98,390.69,503.43,or,or
o,morbi vestibulum,erat volutpat,blandit ultrices enim lorem ipsum dolor,p,quam sapien,kg,884.07,757.33,471.47,eget semper rutrum,1.5,903.81,334.4,313.99,imperdiet et,est congue,6.9,p,sapien urna,vel ipsum praesent,condimentum neque sapien placerat ante nulla justo,p,sit amet,USD,372.63,924.69,798.99,op,pp
i,ipsum,condimentum curabitur in,non interdum in ante vestibulum,i,diam erat fermentum,%,472.26,123.94,748.32,bibendum morbi non,4.52,459.99,197.45,404.82,imperdiet et,consequat lectus in est,4.83,p,vivamus,in hac,non quam nec dui luctus rutrum nulla,o,nec condimentum,%,823.6,987.06,587.46,ip,io
i,neque sapien,sagittis nam congue,nunc nisl duis bibendum felis sed,r,posuere cubilia,m,418.98,542.75,240.8,sit amet eros suspendisse,2.39,999.97,920.38,248.88,ipsum,lacus at,5.89,r,eget,sapien varius ut,donec pharetra magna vestibulum aliquet ultrices erat,r,sagittis sapien cum,%,374.21,969.83,353.44,ir,rr
o,potenti,quis libero nullam,eu nibh quisque id justo sit,i,in sapien,%,652.9,38.52,779.5,est quam pharetra magna,9.45,229.09,290.94,911.19,sit,sapien ut nunc,3.05,i,bibendum,nibh ligula nec,amet lobortis sapien sapien non mi integer,r,nisl ut,m,594.34,204.88,411.91,oi,ir
p,nunc vestibulum,felis eu,posuere cubilia curae donec pharetra magna vestibulum,i,dapibus nulla suscipit,m,931.79,743.87,951.13,elit ac nulla sed,3.49,148.02,767.99,178.03,praesent,id mauris,8.24,i,odio,vitae quam,malesuada in imperdiet et commodo vulputate justo,r,augue vestibulum,USD,423.85,19.06,121.77,pi,ir
o,odio,pellentesque eget nunc,non quam nec dui luctus rutrum,r,ac enim,%,593.21,866.67,114.25,ac tellus semper interdum,0.81,950.16,481.56,364.19,nulla,mi pede malesuada in,7.59,o,vel,rutrum at,integer non velit donec diam neque vestibulum,i,leo maecenas,USD,82.07,260.6,485.67,oo,ri
s,in consequat,libero convallis eget,turpis sed ante vivamus tortor,p,in faucibus orci,USD,37.61,162.4,602.69,ut volutpat sapien arcu,1.29,879.7,557.94,426.93,orci luctus,porttitor pede justo eu,6.53,i,vitae,est donec odio,et magnis dis parturient montes nascetur ridiculus,o,neque aenean auctor,USD,261.54,63.76,577.87,si,po
p,bibendum,in magna bibendum,rhoncus aliquet pulvinar sed nisl nunc rhoncus,r,morbi non quam,kg,671.32,981.19,803.94,vivamus vestibulum sagittis,7.82,861.12,491.3,263.59,justo,diam id ornare imperdiet,8.58,s,nam,dapibus nulla suscipit,sit amet eros suspendisse accumsan tortor quis,o,condimentum curabitur in,m,235.51,189.24,934.15,ps,ro
p,consequat,vestibulum sed,massa id lobortis convallis tortor risus,r,ligula pellentesque ultrices,USD,213.06,745.24,276.81,posuere metus vitae,3.11,736.86,393.05,663.84,donec,in porttitor pede,4.71,o,dapibus nulla,velit eu est,turpis integer aliquet massa id lobortis convallis,p,id justo sit,kg,573.04,280.37,409.27,po,rp
o,erat tortor,tortor duis,diam id ornare imperdiet sapien,i,augue vestibulum ante,%,199.27,20.33,73.52,adipiscing molestie hendrerit at,0.12,985.9,686.03,763.84,nulla,vivamus vel,3.62,o,et,viverra pede ac,dignissim vestibulum vestibulum ante ipsum primis in,p,porta volutpat erat,USD,992.18,257.21,561.64,oo,ip
i,mattis nibh,ut mauris eget,nam congue risus semper porta,i,condimentum id,%,813.53,777.25,830.69,mauris enim leo,1.86,446.25,419.05,657.97,purus,amet consectetuer,6.93,p,cubilia curae,sed accumsan felis,metus aenean fermentum donec ut mauris eget,s,dictumst morbi,m,679.43,160.85,206.28,ip,is
p,interdum eu,primis in,quisque ut erat curabitur gravida,r,suspendisse potenti cras,%,312.86,54.57,642.9,ante vivamus tortor duis,9.2,364.66,748.6,296.0,ut,varius integer ac,6.93,p,quam sollicitudin,lobortis sapien,facilisi cras non velit nec nisi vulputate,r,elementum eu,USD,438.32,282.6,855.66,pp,rr
o,nullam,pulvinar lobortis,commodo placerat praesent blandit nam,s,id justo sit,m,467.0,910.7,42.08,viverra pede ac,3.79,489.48,589.95,333.32,purus sit,adipiscing elit proin,9.81,p,neque,volutpat sapien,augue vestibulum rutrum rutrum neque aenean auctor,o,cubilia curae,USD,144.23,425.4,93.56,op,so
s,integer,ante vestibulum ante,ullamcorper purus sit amet nulla,s,pellentesque ultrices phasellus,kg,767.32,220.58,940.74,non interdum in,7.56,950.32,461.0,33.63,suscipit,potenti cras,0.26,s,faucibus,nisl duis,fusce consequat nulla nisl nunc nisl duis,r,ipsum primis in,USD,877.14,97.23,265.76,ss,sr
p,quis libero,mollis molestie,vel augue vestibulum ante ipsum primis,o,at diam,m,498.71,64.05,611.57,vulputate vitae nisl,7.28,225.27,29.84,839.17,felis sed,amet lobortis sapien,0.02,i,vel pede,eget tempus vel,at vulputate vitae nisl aenean lectus pellentesque,r,lobortis est,kg,286.12,461.79,391.12,pi,or
s,volutpat,sit amet eleifend,sapien iaculis congue vivamus metus,o,tincidunt nulla mollis,%,537.87,129.44,725.94,ornare imperdiet sapien,3.7,345.82,672.92,89.07,in,ut volutpat sapien arcu,2.54,i,mauris morbi,elit sodales,pede justo eu massa donec dapibus duis,p,posuere cubilia,USD,182.26,904.62,528.59,si,op
s,amet consectetuer,justo sit,quam sollicitudin vitae consectetuer eget rutrum at,s,augue vestibulum rutrum,m,769.21,567.46,657.82,mauris sit amet,2.3,534.57,852.67,660.91,ut rhoncus,ut nulla,8.6,r,pede,ut at dolor,aliquam erat volutpat in congue etiam justo,i,id turpis integer,%,463.72,603.88,38.39,sr,si
i,rhoncus sed,libero non,tellus nisi eu orci mauris,o,libero quis orci,m,836.56,462.09,488.99,ante vestibulum ante,9.05,367.64,291.99,840.6,amet,sapien iaculis,4.65,o,turpis,bibendum felis sed,in leo maecenas pulvinar lobortis est phasellus,r,pellentesque at nulla,kg,361.1,284.85,260.48,io,or
p,sapien,purus phasellus in,lectus in quam fringilla rhoncus mauris enim,p,pretium nisl ut,kg,321.53,565.26,298.57,dolor sit amet consectetuer,4.47,673.27,62.98,960.12,ut,donec pharetra magna,9.62,p,eu felis,ultricies eu,nonummy integer non velit donec diam neque,o,sodales scelerisque mauris,kg,229.08,902.28,888.49,pp,po
p,lectus suspendisse,diam in magna,id nulla ultrices aliquet maecenas leo,i,mi nulla ac,kg,777.65,927.14,358.76,eget semper rutrum,2.82,241.28,650.73,186.16,est lacinia,cras in purus,9.87,r,vestibulum ac,montes nascetur ridiculus,et magnis dis parturient montes nascetur ridiculus,r,dictumst aliquam augue,%,496.65,869.24,453.48,pr,ir
p,augue,donec diam,integer aliquet massa id lobortis convallis tortor,p,donec posuere metus,USD,104.81,94.33,939.71,vestibulum ac est,0.3,614.42,506.38,482.51,vulputate nonummy,semper porta volutpat,5.99,r,erat fermentum,morbi vel lectus,lacinia nisi venenatis tristique fusce congue diam,r,ultrices mattis odio,m,192.16,119.69,614.75,pr,pr
r,eu,ornare imperdiet,hac habitasse platea dictumst morbi,p,cras pellentesque,%,356.43,247.09,982.54,lectus in quam fringilla,2.15,543.22,689.6,938.52,amet,ultrices erat tortor,0.39,o,duis faucibus,in tempus sit,morbi vestibulum velit id pretium iaculis diam,i,leo odio condimentum,m,809.44,315.46,111.33,ro,pi
o,mi,volutpat eleifend,et ultrices posuere cubilia curae duis faucibus,i,a feugiat et,USD,497.14,833.37,623.23,eleifend donec ut dolor,3.1,474.74,43.22,983.87,eget massa,lectus in,0.06,i,ipsum,eget congue,vestibulum ante ipsum primis in faucibus orci,s,maecenas rhoncus,kg,416.82,386.96,134.21,oi,is
p,nulla,id ornare imperdiet,mauris lacinia sapien quis libero nullam sit,i,at feugiat,m,822.94,162.18,248.43,purus sit amet nulla,0.56,547.65,800.31,31.65,bibendum,fusce lacus purus,8.44,s,luctus,felis ut at,congue etiam justo etiam pretium iaculis justo,r,turpis elementum,%,822.45,216.28,727.98,ps,ir
o,posuere,erat fermentum,habitasse platea dictumst etiam faucibus cursus urna,s,volutpat eleifend donec,kg,430.06,918.19,856.65,orci luctus et ultrices,0.15,617.02,156.94,987.71,lorem,molestie hendrerit at vulputate,3.36,p,molestie,ut rhoncus aliquet,tempus vivamus in felis eu sapien cursus,s,nulla ultrices,m,36.14,451.3,52.09,op,ss
i,accumsan,arcu libero,morbi sem mauris laoreet ut rhoncus aliquet,o,aliquam quis turpis,USD,158.15,502.06,320.9,vitae ipsum aliquam non,4.69,803.71,380.13,107.11,orci,non sodales sed tincidunt,4.09,o,diam in,augue vestibulum ante,pede justo eu massa donec dapibus duis,r,metus aenean fermentum,USD,418.92,910.08,437.04,io,or
o,duis,pellentesque eget nunc,erat id mauris vulputate elementum nullam varius,i,ut tellus nulla,m,203.89,777.85,12.73,placerat ante nulla justo,5.75,50.38,144.59,147.33,pellentesque,donec ut,3.2,p,et ultrices,nulla dapibus,vestibulum ante ipsum primis in faucibus orci,s,ipsum primis in,%,270.09,363.26,296.97,op,is
s,aliquam,magna ac,vitae mattis nibh ligula nec sem duis,i,pulvinar nulla pede,USD,284.08,165.27,271.79,imperdiet sapien urna pretium,9.39,533.9,275.2,332.0,accumsan tellus,justo pellentesque viverra,6.58,s,neque duis,risus semper porta,metus arcu adipiscing molestie hendrerit at vulputate,s,nulla justo aliquam,USD,597.7,543.44,996.1,ss,is
p,a feugiat,donec semper,semper porta volutpat quam pede lobortis,r,eget eleifend luctus,USD,121.14,301.72,562.17,dui maecenas tristique est,1.63,354.05,329.53,337.08,ipsum integer,diam cras,7.92,r,tortor,lobortis convallis,ut odio cras mi pede malesuada in,o,morbi vel,kg,433.15,314.51,501.08,pr,ro
s,consequat,pede venenatis non,imperdiet sapien urna pretium nisl ut volutpat,o,amet nunc viverra,kg,362.4,724.79,52.34,orci mauris lacinia sapien,1.21,139.64,883.76,640.99,ligula,rutrum at lorem,4.8,r,libero,pulvinar lobortis est,sed interdum venenatis turpis enim blandit mi,p,vestibulum velit,kg,899.55,195.62,653.47,sr,op
r,ac,quis odio consequat,sit amet turpis elementum ligula vehicula consequat,s,felis ut,kg,43.66,499.81,67.1,posuere cubilia curae,2.74,164.25,728.79,480.04,convallis,sapien placerat ante,5.33,s,odio,semper interdum mauris,viverra dapibus nulla suscipit ligula in lacus,i,montes nascetur,m,428.68,550.92,361.22,rs,si
p,parturient montes,suspendisse accumsan,curae donec pharetra magna vestibulum,i,morbi quis tortor,kg,958.85,244.21,625.0,sapien iaculis congue vivamus,3.23,210.73,48.12,340.84,felis sed,in tempus sit,9.38,o,morbi odio,vivamus in,a odio in hac habitasse platea dictumst,i,eget tempus vel,%,290.4,585.28,404.04,po,ii
p,nec nisi,duis aliquam convallis,augue quam sollicitudin vitae consectetuer eget,r,natoque penatibus,%,368.83,90.95,686.81,in lacus curabitur,1.66,593.83,812.17,768.09,rutrum,auctor sed tristique,2.78,p,sapien,potenti in eleifend,pellentesque ultrices phasellus id sapien in sapien,p,sed ante vivamus,kg,736.39,461.99,747.78,pp,rp
i,in,volutpat eleifend,nullam sit amet turpis elementum ligula,o,quam sapien varius,kg,739.35,48.22,875.76,nullam sit amet turpis,1.0,510.2,573.32,839.25,sit amet,mollis molestie lorem quisque,9.01,s,in hac,lacinia erat,parturient montes nascetur ridiculus mus etiam vel,o,justo lacinia,USD,204.76,74.8,959.21,is,oo
o,sed tristique,rutrum ac,quis orci eget orci vehicula condimentum,i,integer ac leo,m,276.33,638.71,858.03,interdum mauris ullamcorper purus,6.55,60.32,726.89,279.31,ante vestibulum,luctus et ultrices posuere,1.53,r,libero nam,volutpat erat,amet nulla quisque arcu libero rutrum ac,i,in faucibus orci,m,544.2,346.41,660.66,or,ii
r,rutrum,molestie sed,rutrum nulla tellus in sagittis,s,sit amet,m,245.5,735.75,28.47,montes nascetur ridiculus,1.73,713.88,982.15,158.53,ipsum primis,auctor sed tristique,5.32,s,volutpat eleifend,et ultrices posuere,turpis sed ante vivamus tortor duis mattis,p,nisl venenatis,USD,549.28,654.33,128.43,rs,sp
r,lacinia,vitae ipsum aliquam,morbi sem mauris laoreet ut,p,consequat metus,m,883.1,646.93,72.34,orci luctus et ultrices,1.11,114.47,337.22,905.94,nisl,donec dapibus,9.3,i,odio,non lectus aliquam,feugiat et eros vestibulum ac est lacinia,s,urna ut tellus,kg,460.63,128.36,473.87,ri,ps
r,nunc commodo,donec quis,libero rutrum ac lobortis vel dapibus at,r,erat id mauris,m,156.51,276.99,805.83,condimentum neque sapien,7.37,468.36,486.32,15.38,pharetra,amet erat,9.13,s,in blandit,lacus morbi sem,amet sapien dignissim vestibulum vestibulum ante ipsum,r,eu mi nulla,USD,635.07,917.61,785.94,rs,rr
o,tincidunt eu,convallis tortor,ut rhoncus aliquet pulvinar sed,s,consectetuer adipiscing,USD,27.93,353.16,624.96,maecenas tincidunt lacus,6.27,334.77,424.5,887.56,potenti,non lectus,1.34,p,lobortis sapien,praesent id massa,pharetra magna vestibulum aliquet ultrices erat tortor,p,ut massa,kg,100.48,357.65,783.48,op,sp
p,nibh,lobortis est phasellus,consectetuer adipiscing elit proin risus praesent lectus,p,curabitur at ipsum,kg,29.44,122.62,752.62,eget orci vehicula,6.11,20.33,203.05,328.09,nulla,in faucibus,7.34,s,ultrices,sapien arcu,donec pharetra magna vestibulum aliquet ultrices erat,p,vulputate vitae nisl,%,649.0,859.32,824.1,ps,pp
